reviewText,unixReviewTime,reviewTime
Loved it!! Great Acting! Super creepy!,1410480000,"09 12, 2014"
Horrible! I could not give this more than 20 minutes of my attention! I wish I could receive a refund...,1484956800,"01 21, 2017"
The acting,1471824000,"08 22, 2016"
"A new box doesn't make these films any better, George.  Nice try.  There is nothing new in this set folks, so don't bother.",1219449600,"08 23, 2008"
great movie. Remember seeing it ages ago. Still like it.,1438473600,"08 2, 2015"
Classic movie. Dustin Hoffman gives his usual outstanding performance,1486857600,"02 12, 2017"
"A bit too G-rated for my taste, but good family fare.",1411257600,"09 21, 2014"
"classic, great to see Nimoy as alien.",1433030400,"05 31, 2015"
kinda boring...kinda not funny,1508112000,"10 16, 2017"
"This is a cute movie, but it teaches a lesson also.",1420243200,"01 3, 2015"
good,1440979200,"08 31, 2015"
What a complete piece of crap movie. Tries to sell itself as a new Bond. The direction and writing are pathetic.,1436313600,"07 8, 2015"
"The movie was hard to follow, acting was sub par and the plot was broken and hard to stay with",1374624000,"07 24, 2013"
Great flick  Looking forward to the next installment.,1429228800,"04 17, 2015"
The story was disjointed.  I had a hard time believing the relationships.  Kevin Kline was good but I expected better from the entire cast.,1445126400,"10 18, 2015"
"Great movie, I bought it for my husband. I thought I have seen every Clint Eastwood movie, I was wrong.",1522454400,"03 31, 2018"
great,1409702400,"09 3, 2014"
this movie so so dumb,1455667200,"02 17, 2016"
Fun ! for the Dark Shadows fan.,1444435200,"10 10, 2015"
"Hey I saw this movie for the first time ever in the theaters when I was 7 years old, and this movie scared the heck out of me (to put it nicely).  I hated this movie between that and when it hit cable, then I increasingly got not-scared of it.  I just recently purchased this DVD and watched it for the first time in 12 years and to be honest, when you take the spooky and gross out stuff out of it, it's a heartwarming movie.  Plus for me it reminds me of life growing up in the early 80s, since both young kids (Carol Anne and Robbie) are around what my age was then. Based on first hand experience, please do not show this movie to your kid if he's that young.  I went after begging my mom to take me there. LOL Robbie (Oliver Robbins) is a boy who has possibly two of any 8-year-old kid's worst nightmares come true; a tree (or any object that looks mean) coming to life to take him away, and a clown who comes to life to attack him. Carol-Anne (the late Heather O'Rourke) ends up in another void, and her mom finally goes in to get her, to put it simply. There's everything for you in this movie, and if you're old enough, it won't scare you THAT much.",987379200,"04 16, 2001"
It is a very bad movie about Joan of Arc.  Most of it is fiction.,1475539200,"10 4, 2016"
"This is one of the great old movies were they still acted, I am sure you will like it with your popcorn!",1379721600,"09 21, 2013"
"This is one of the great films of the second half of the twentieth century. It is, in essence, Pygmalion redux. Unlike GB Shaw's treatment, however, Michael Caine's Eng Lit professor is the sort of dissolute character of whom Henry Higgins would most certainly have disapproved. In the middle of an extended alcohol-soaked mid-life crisis, Dr Bryant is content to drift along on an ocean of self-pity and self-contempt. His original conception of himself as a poet fell apart when he realized he had no real talent. Now he lives out his life as a university lecturer in a parody of middle-class contentment.Into this life walks Rita. For viewers unfamiliar with England, and particularly of England before the Thatcher revolution permeated downward to undo centuries of rigid class system assumptions and automatic prejudices, it's important to understand that Rita's working-class (blue collar) life would never have come into contact with Bryant's middle-class existence except perhaps to serve him in a corner shop or clean his rooms for a pittance. Rita, however, is that rare thing: a person of above-average intelligence and drive, seeking a way out of the claustrophobic half-life she shares with her uneducated husband. Rita wants to better herself. She wants an education. And when Bryant demurres, she forces herself upon him.The core of the movie is Rita's acquisition not only of knowledge but of middle-class moeurs counterpointed by Bryant's ever-greater dissolution. Watching Rita wrap herself in the most cliched middle-class affectations, Bryant feels he's been party to helping her rob herself of her authenticity. At the same time it is also clear that as she becomes more accomplished his role in her life is reduced, and he resents this. The result is a scene in which a drunken Bryant scorns Rita for what she's become and she asserts her need to be more than she was.It may not be immediately apparent to non-British viewers just how dead-end life could feel in the UK prior to the Thatcher years. Britain was a place of strikes, of decay, of dashed hopes and dreary days. It was a place where few could feel optimistic about the future. As Bryant says towards the end of the movie, Britain back then was ""a place that's just finishing."" The power of this movie comes from Rita's determination not to sink without trace, without fighting.In the end both are redeemed. Bryant hits rock-bottom and is sent off to Australia (""It's a paradise for the likes of me"") and Rita gets her degree despite having received a very object lesson in the thinness of the middle-class veneer she assumed was somehow more substantial than her working-class background. As she tells Bryant, ""I had the choice."" And having gained her degree a world of choices opens up to her.This is very satisfying movie because it works across all levels. The acting is first-rate, the dialog is both witty but also believable, and the final resolution is optimistic without being trite. All in all, this is a movie to see and enjoy and perhaps see again for its warmth and humanity.",1475452800,"10 3, 2016"
"The Bottom Line:Romanced all out of proportion, Monty Python and the Holy Grail has its funny and effective moments but quickly runs out of steam and creativity; many people like it but it's certainly no great movie.",1232323200,"01 19, 2009"
best of the best anime movies ever,1418169600,"12 10, 2014"
"Idle hands is a poorly made teenage serial killer film, in which a slacker teenager's hand is possessed and kills other teenagers.  Jessica Alba has a small part as a girlfriend.  Skip this film",1213315200,"06 13, 2008"
"Other reviewers stated that this was a mediocre Flynn film, but I'm such a fan, that I ignored those reviews.  Unfortunately they were right!  This is a very mediocre film from both the acting and script angles.  I would recommend to rent this, but not buy it.  It is not something most people will want to see a second time.  It's also in black and white.",1374192000,"07 19, 2013"
"The sequel to 'Resident Evil' has more actions, to be sure, but the film itself is done with less creativity and originality, repeating what you have seen in other better films featuring the un-deads, or zombies.  (The timing of the release is worst for we have seen recently 'Dawn of the Dead.')  And as to the actions, some must be really good -- I say 'must' because many scenes are poorly directed and edited, with a camerawork that shows the director doens't know how to create exciting fighting sequences, whether they are martial arts or bullet shootings.Sorry if I sound harsh, but don't say I am missing the point.  I know the film is based on a Capcom game, and I know the story is only an excuse for the heroine Alice (Milla Jovovich who returned from the original) who must fight against a lots of zombies, in Racoon City which always looks like Toronto.  I'm not complaining about it.Anyway, the Umbrella Corp. very strong company cause the infection of deadly virus that spread all over the city (which has only one bridge to access there), and it should be contained immediately.  Many citizens are turned zombies, who attack the following hapless people -- Beside Alice, tough (suspended) cop Jill (Sienna Guillory, 'Love Actually'), soldier Carlos (Oded Fehr 'The Mummy'), small-time crook LJ (Mike Epps, 'Friday'), newsreporter Terri (Sandrine Holt).  Plus you see Dr. Ashford (Jared Harris) and Major Cain (Thomas Kretschmann, 'The Pianist') who controls the military operation ruthlessly.If you can ignore the numerous plot holes and inconsistent logics, 'Resident Evil: Apocalypse' has serious problems with it.  As I said, the fighting sections, which should be the biggest feature of the film, suffer heavily from the inept editing that use too many fast cuts and slanted camera.  Milla Jovovich, physically fit, is fine as the fighting heroine, but the camera fails to capture the essence of her, which was so eloquently shown in 'The Fifth Element.'To make matters worse, though Milla is as beautiful as ever, the film's confusing (and unfocused) plot somehow refuses to use her to the full.  In fact, you don't see Alice on screen for considerable time, as the film heavy-handedly introduces other characters into the story.  And the way it does is so confusing that you find the film repetitive -- see how many times you have to see some people biting others, which causes inevitable results.  Many have already seen the consequence in the original, so once is fine.  Twice is unnecessary.There are good things, though.  Sienna Guillory is a standout as the strong-willed police officer, whose acting is perhaps better than the star Milla Jovovich.  Perhaps her roles was cut short (especially the earlier part) because some of her behaviors in the opening parts look too adrupt.  They should not have done that (if they did, I mean).  And Mike Epps gives us a few moments of genuine laughs, which are always welcome to me.But as a whole 'Resident Evil: Apocalypse' is a bit disappointment, because of its recycled ideas and mediocre actions.  What if Paul W.S. Anderson (who wrote the script, but went to direct 'Alien vs Predator') directed this?  I don't know, but perhaps, just perhaps, made it more effective than Alexander Witt, who was the second director for pefectly choleographed 'Pirates of the Carribians.'",1094774400,"09 10, 2004"
This movie was alright. Not my favorite. I wouldn't buy it again or recommend it to anyone.,1414022400,"10 23, 2014"
"One if my all time favorite movies. Audrey Hepburn is flawless, completely flawless. Fred Astaire is adorable. Such a good movie!",1384819200,"11 19, 2013"
Very well done movie and sad to see what man can do to man.  We viewed before our trip to D.C.,1463529600,"05 18, 2016"
Good action movie... It feels a little slow at first but picks up the pace on the second half... Looking forward to the next one,1406678400,"07 30, 2014"
"This was pretty far out there as far as Sci-Fi goes.  Not much narrative for the first half, but the 2nd half picked up.  Recommend when you don't have anything better to do.",1456012800,"02 21, 2016"
Great Product! Great Price!! Arrived right on Time!!!,1476489600,"10 15, 2016"
Ok.,1414800000,"11 1, 2014"
Good,1417305600,"11 30, 2014"
This has long been a favorite of ours. Wonderful acting.,1454544000,"02 4, 2016"
"I always liked this Movie, Robin Williams really did a great job.have this on Vhs.",1461369600,"04 23, 2016"
"My husband and I are in our 40's and 50's and just watched this again over the weekend.  Love it! Love the music, the acting,etc.  Great fun!",1312848000,"08 9, 2011"
"Just an okay movie, nothing spectacular.",1422057600,"01 24, 2015"
Pitt is usually good and this was tarantino also. but it just felt flat to me.  I did not watch again.,1401148800,"05 27, 2014"
"I like it ok, but was not  my favorite",1444176000,"10 7, 2015"
It had some good lines.,1444262400,"10 8, 2015"
It was OK but not enough action in the plane.,1448064000,"11 21, 2015"
dull,1454198400,"01 31, 2016"
"The movie was alright, a little slow at times. At times it didn't make no sense, so I  would  say that it wasn't bad or good but sort of the middle of the two. And that is why I gave three stars.",1389657600,"01 14, 2014"
john wayne great movies,1455494400,"02 15, 2016"
Horrible movie - just go watch the original again - save your money,1470096000,"08 2, 2016"
"Hollywood's latest contestant in the video-game-cum-feature-film sweepstakes rears its head in the form of Screen Gems Resident Evil.  Originally Evil was in the hands of zombie guru George A. Romero but ultimately it was not to be, and his latest foray into the zombie arena was momentarily halted.  Currently Romero is in pre-production on the 4th installment of his popular `Dead' series. That aside Resident Evil liberally culls its plot and look from the popular PlayStation discs, classic zombie flicks and Alien-type sci-fi.  But alas Anderson's Evil disappointingly brings very little to the horror fans table.Is the film all bad? Well, no. On the contrary, the cybernetic sets are slick and well conceived, as are the gored-up, out of control zombie dogs. The script is a notch above par and the soundtrack features music by Crystal Method, Static X, Slipknot and Marilyn Manson. However strong these attributes are they hardly rescue this release from being more run of the mill, teenage drekk.Fans of Lucio Fulci and/or George Romero's zombie epics will find little redeeming in this sanitary picture. It's appalling that Hollywood can screw up such a simple formula. There's no need for convoluted plots or deep subtext. Merely start with some dead bodies and a gung-ho group of survivalists fused with radiation or good old-fashioned voodoo and you've got yerself the makins' for a zombie marathon. Oh, and you can't forget the blood, lots of blood.Resident Evil was rated R for ""Strong Sci-Fi / Horror Violence, Language, Brief Sexuality / Nudity."" Taking the latter first, there was only one fleeting glimpse of a female nipple and some sex-under-the-sheets-in-a-flashback-with-a-strobe-light type of crap. Next up is ""Language."" I recall but one ""F"" word and I'm quite sure that many a youngster has spewed-forth much worse while blasting the contaminated undead in the comforts of their parents' homes. Finally the ""Strong Violence"" - the handling of this aspect distressed me as I soon found that these zombies hardly bled at all. Yep, a near blood-free zombie pic. In the film's defense they did attempt to explain this by saying, ""the blood coagulates only after the body is dead."" Fine. So now we should see blood clots and splats rather than streams and pools, but we don't. What we see is a whole lot of nothing.Furthermore, the fast action scenes (i.e. minions of zombies being massacred by 3 people) are obscenely influenced by the stylistic renderings of the MTV age. Any gore that may have been present in these sequences is completely blanketed in an overkill of rapid-fire filmmaking tricks and stunts. So while it may come as a surprise to all 4 (count `em!) of the producers, the jittery camera pans, quick editing, flickering lights and extreme close-ups just make for one unpleasant mess.It's a sad fact that the video game is more compelling, more fun and a helluva lot bloodier than its cinematic offshoot.Note: The film's star Milla Jovovich may have experienced some dj vu as she awakens towards the end near naked on a lab table, just as she was at the start of The Fifth Element. Bruce Willis co-starred in The Fifth Element and awoke to a similar predicament in Terry Gilliam's 12 Monkeys. All roads seem to lead back to Bruce Willis. I don't like that.By: Christopher Curry",1096761600,"10 3, 2004"
don't waste your money on this one. it was pretty boring.,1507852800,"10 13, 2017"
OK,1435968000,"07 4, 2015"
Bought this for my kids and boy did it bring on the memories! I used to watch this every year! Came new in packaging as expected.,1465689600,"06 12, 2016"
"Two years have passed since Julie James was tortured by her fish-hook wielding nemesis, a victim of her friends' hit and run.  However, the body was never found.  Still living in fear, and in college, Julie is delighted when she and her friends win a holiday to the Bahamas in a radio competition.Although I Still Know What You Did Last Summer is meant to be a revenge sequel- it seems to focus more on advertising on a holiday in the Bahamas.  By the end of the film, we are sick and tired of Julie's moaning and just want to see her get slashed and gashed!  Yet again, the film ends with sequel potential.Question is- can we handle another Summer sequel?  Or is the series tired enough as it is?I Still Know What You Did... still manages to get away with the usual horror sequel criticisms.  So hopefully, producers will prevent another sequel spawning unless they want the whole saga to become one big embarrassment.",1046044800,"02 24, 2003"
"The series is too gruesome. The demented story line may be one that exists, however, I hope I never come across people that are that sick.",1421366400,"01 16, 2015"
"Hollywood does this all the time! They create a hit movie and, wanting to make more money, and lacking the imagination and courage to try something new, attempt to repeat the previous success of Red 1. It was so-so. Perhaps I'm jaded, but the original was just that: original. This was okay, but the unique and element of surprise and the development of the characters was gone.",1474329600,"09 20, 2016"
okay,1455580800,"02 16, 2016"
"Historically accurate hilarity!  Everything about this film is perfect, from the plot and characters to the setting and costumes.  You might want to keep children away due to sex and nudity, but for everyone else it's good, healthy fun!",1400198400,"05 16, 2014"
"A year after Arnold Schwarzenegger's ""Terminator 2: Judgment Day"", in 1993, he followed up with the summer action film ""Last Action Hero"".The film was directed by John McTiernan (""Die Hard: With a Vengeance"", ""The 13th Warrior"", ""The Thomas Crown Affair"") and a screenplay by Shane Black (""Lethal Weapon"" films, ""The Monster Squad"", ""The Last Boy Scout"") and David Arnot (""The Adventures of Ford Fairlane"").  The film featured cinematography by Dean Semler (""Bruce Almighty"", ""The Alamo"", ""The Longest Yard"", ""2012') and music by Michael Kamen (""X-Men"", ""Band of Brothers"", ""Frequency)"".An expensive film which cost around $85 million, the film was literally a spoof on action films and would feature cameos from many stars around that time.  From Sharon Stone, Sylvester Stallone, Jean-Claude Van Damme, Ian McKellen, Tina Turner, Robert Patrick and many more.The film revolves around a boy named Danny Madigan (played by Austin O'Brien) who is a big fan of Arnold Schwarzenegger action films, especially his character Jack Slater.The problem with Danny is that he rarely goes to school and it's become a problem since he spends his time watching movies and his mother covers up for him.With the release of ""Jack Slater IV"", his friend Nick (played by Robert Prosky) who runs a very old rundown movie theater that is not doing so well, Jack gives him a sneak preview to catch the movie.  Nick also talks about how he was given a gold-ticket by Harry Houdini but never used it.Nick tears the ticket in half and gives Danny the other half and as Danny is getting involved and enjoying the film, the ticket starts to magically work and next thing you know, Danny is inside the film for ""Jack Slater IV"" and in this world, things work like the movies and not real life.As the film progresses and Danny sticks with Jack Slater and the two take on the bad guys which include the evil Englishman Benedict (played by Charles Dance).  But somehow along the way, Benedict steals Danny's ticket and has now cross over to the real world where Danny has come from.In the real world, Benedict starts to learn that bad guys can win and starts killing people and noticing that the police are not there to stop him.  So, Benedict comes up with an idea to stop Jack Slater and that is by killing off the real actor that plays him...Arnold Schwarznegger.Can Jack Slater and Danny stop Benedict in time?VIDEO & AUDIO:""Last Action Hero"" is featured in 1080p High Definition (2:40:1).  Sony Pictures Home Entertainment has given this film a pretty good treatment as they have with ""Cliffhanger"" and ""Air Force One"" in which they kept the film as close to what we see on the big screen, including the fine layer of grain.For a film that is 17-years-old, the film looks good for its age and because there is so much happening throughout the film.  For example, in Danny's world, you can see how run down the theater is, old-style seats and everything is dark and there aren't any vibrant colors.  Until he goes into Jack Slater's world, then colors are vibrant and much better visuals.  Definitely a major improvement from the 2003 DVD of ""Last Action Hero"".Now, where this film shines is with its lossless audio soundtrack.  Featured in English, French, Portuguese 5.1 DTS-HD MA and Spanish 5.1, one thing that ""Last Action Hero"" had when it was first released in theaters was the fact it was the first film to utilize Sony's Dynamic Digital Sound.  Granted, at that time, many theaters weren't equipped to play SDDS but there was concentration on the film's audio and that is where this Blu-ray shines.The opening sequence alone shows you that the film is going to utilize all channels and thus bringing a more immersive soundscape as you hear gun shots, explosions, crashing metal, booms all through your front, surround and rear surround channels.  Subwoofer utilizes the booms and for the most part, this is the best I have ever heard from this film.  The lossless audio soundtrack for this 1993 film is very well-done!Subtitles are presented in English, English SDH, French, Spanish and Portuguese.SPECIAL FEATURES:""Last Action Hero"" comes with no major special features but is BD-Live enabled with movieIQ which allows people to obtain real-time information of the cast, music, trivia while watching the film.JUDGMENT CALL:When ""Last Action Hero"" first came out and when I watched in the theaters, I figured a pairing with director John McTiernan and Arnold Schwarznegger (known for their action films) would be a wonderful pairing.  But I can remember how impatient I was getting because the film seemed so long (especially at 131 minutes).  I felt that the arc where Danny is in Jack Slater's world tend to drag quite a bit.But I admit that I enjoyed how it was a satire of action films and also featured cameos by many celebrities.  By the third and final arc, things started to get more interesting as Jack Slater is pulled out of his magical world and now having to deal with this new world that he is quite unaware of.  For the most part, ""Last Action Hero"" was a good popcorn flick but I do remember that since it came right after ""Terminator 2: Judgment Day"", there was high expectations.Needless to say, despite what the critics may have felt about the film, ""Last Action Hero"" did well in the worldwide box office and even some appreciating the film much more now than when it first came out in theaters back in 1993.For those who purchased the 2003 DVD and are big fans of the film, you maybe wondering if the Blu-ray is worth buying.  The bad news is that there are no special features on this Blu-ray unless you have BD-Live and you can take advantage of the movieIQ function.  But other than that, I'm still amazed that for a film that was quite expensive, featured so many talent did not have any featurette created for it.  No commentary, no theatrical trailer, there is no special features and to me, that's surprising.  But the Blu-ray is a major step up in picture and audio quality and that is where fans of the film will appreciate its HD release on Blu-ray.Overall, ""Last Action Hero"" on Blu-ray is literally a barebones Blu-ray release but for Schwarzenegger or McTiernan fans and those who truly enjoyed this film will definitely enjoy it much more with its video and audio upgrade.",1264464000,"01 26, 2010"
This movie is one of my personal Errol Flynn favorites. I have it on video and was glad to find it on DVD. My family enjoys it as well.,1348272000,"09 22, 2012"
Mel Brooks' homage to Alfred Hitchcock.  How could that be anything but great?,1494720000,"05 14, 2017"
Lousy,1515456000,"01 9, 2018"
"Not a stellar action show, however, I was looking for a time killer and it was ok.  Glad I didn't have to pay money for it.",1424390400,"02 20, 2015"
Did not see it. My brother watched it. He said it was boring and disappointing. But I have no idea ...,1433721600,"06 8, 2015"
Another think about it movie.  I was there...but seldom in the cities.  I heard his program...and wished I knew what he saw.  I was busy killing to live and just wanted to be home.  Worth buying and listening to every word.,1449100800,"12 3, 2015"
"We were really hoping this movie would settle down to some real dialogue but it never did.  The dialogue actually pretty quickly just became the ""F"" word with a rare word thrown in once in awhile.  We quit on it when it very early on just got to the ridiculous point.",1476921600,"10 20, 2016"
Lots on extras!  If you're a Jimmy Stewart fan this is a must have!,1460419200,"04 12, 2016"
"While I had marvelous service from the seller, this did not turn out to be the version I was hoping for. There are known complaints about the heavily edited nature of A Muppet Family Christmas, so I should have done my research better before buying it, but it seems that the all-regions import version is not the same as the UK version which supposedly has the unedited, original show. I made the assumption they were the same and didn't think to contact the seller and ask, so this is purely my own fault.While I am glad to have at least a partial (although confusingly edited) version, and I really did get quick and excellent service as well as a great buy from the seller, I am still in the market for the elusive, full-content version of A Muppet Family Christmas. This particular version (due to copyright law and everyone wanting a piece of the financial pie) was very heavily edited before being sold in the US and many of the best songs (and thereby best scenes) are missing. This leads to non-existent scene transitions, random jumps in the story line, and an overall confusing film. Rather than a classic Muppet film and a nostalgic hearkening back to younger days which you can't wait to share with your family, it ends up as messy Muppet mayhem which fails to live up to memory's expectations.",1412640000,"10 7, 2014"
"It was okay but not really as I remember, I think the movie did not serve her well. I would have done it different.",1393372800,"02 26, 2014"
"This movie had the potential to be really, really good.. but the director failed to deliver. Whoever wrote the script needs to kick themselves in the nuts. Honestly. I think people like this just because of the big names associated with it, but I really feel like this was a big flop. For one thing, *spoilers* I feel as though the ending was ridiculous. Nearly everyone dies within a 5 minute period. It felt like they kind of just went, ""well.. this movie is getting too long so lets just kill everyone off to wrap it up"". This is the first movie I have ever walked out on. Awful! I hated it.",1357344000,"01 5, 2013"
great,1456099200,"02 22, 2016"
"with nothing interesting. The movie is too predictable and overdone. I still couldn't figure out why they named it ""Gone in 60 seconds"".",977097600,"12 18, 2000"
"We watched Oz last night expecting a magically wonderful experience, along the lines of the 1939 classic technicolor film The Wizard of Oz. But, alas, this prequel disappoints tremendously. the special effects were good but the story was poor and the acting felt contrived and lame. Too bad. I'm a big fan of the original Oz but will not be a fan of this lame version. Don't waste your time and money on this one.",1371168000,"06 14, 2013"
"Very slow and very beautiful. Read the book if you relish irony. Daniel Day Lewis is, as usual, wonderful. Michelle Pfeiffer is also good. Winona Ryder is miscast.",1402358400,"06 10, 2014"
THIS IS MY FAVORITE MOVIE.  IT IS ALSO MY 3RD TIME BUYING IT! (SOMEONE KEEPS STEALING IT!) THE DVD WAS IS PERFECT CONDITION AS WELL AS THE COVER.  AWESOME PURCHASE.  YOU CANT GO WRONG WITH THIS MOVIE. MARTIN LAWRENCE WAS FUNNY!,1392681600,"02 18, 2014"
"Depending on who you are, you will either enjoy this film or think it is rather stupid and insipid.  I happen to fall into the latter category, and  although I do believe there are good movies aimed at that particular  audience (teens) I don't feel this is it..  The writing is underdeveloped,  with a story that is, although has its moments, seems to be trying to hard  to be humourous while still maintaining its horror element - resulting in a  graphic gore element mixed with botched comedy.  This, like HALF BAKED,  seems to support dope smoking, although the interpretation can be that that  is the reason Anton's two friend's end up dead and he has a possessed hand  because he is lazy and is going no where with his life.  Yet this is  nullified when the kids still smoke it at the end, contributing the end to  `good marijuana'  The main character's name I figured was a nod to Anton  LaVey, who is the founder of the modern day Satanic church.  There is no  explanation given why Anton's two friends come back from the dead, other  than they just didn't want to go `toward the light'.  In a scene  reminiscent of NIGHT OF THE LIVING DEAD they come out of the ground,  providing gross humour.  Like the horror genre it is more of a spoof of  than an actual example, there is nudity (two kids decide to fornicate and  are dressed in KISS costumes).All in all, a bad movie that is aimed at  the teen-age genre with pointless drugs and a bad script.  I do like Seth  Green, however.  He is one of the few redeeming factors (that and the  movie's refusal to take itself seriously) in this B flick.",965260800,"08 3, 2000"
Finished the book and it was ok but would not recommend it.,1432425600,"05 24, 2015"
"When you have Frank Sinatra, Dean Martin, Sammy Davis Jr. and Bing Crosby in the same movie you know it's going to be entertaining... and it is! I haven't seen this movie since I was a kid watching it with my father, and it's just as good as I remember it then: plus it brings back some good memories since my father is no longer alive.",1445040000,"10 17, 2015"
The movie was okay but not as funny as I expected.,1495152000,"05 19, 2017"
"Yeah, it's not an accurate portrayal of the past in any way shape or form but that's not why you buy it.",1265932800,"02 12, 2010"
"Fast shipping, and Tape was in excellent condition.  Somehow these old shows are better in VHS.",1266364800,"02 17, 2010"
Terrible. Boring. Could have done so much with it! But failed miserably.I was bored and it was wasted time.,1417392000,"12 1, 2014"
Just didn't care for the movie.,1462320000,"05 4, 2016"
"The animation was really good, but the story line seemed way too similar to the original film.  When a movie has a good script people think it's funny or touching in some way.  They almost don't even think about the ""writing"".  This movie made the writing stick out.  It was not very creative.  Dare I say it...even boring at times.  The idea was good.  Parts of it were moving due to the synopsis, but the execution definitely left something to be desired.",1482969600,"12 29, 2016"
"Pleasant enough,could watch with the kids.  Acting uneven.",1441584000,"09 7, 2015"
"This is a very good comedy and is packed full of cool quotes. I had only seen it one time way back in the late 80's and now I own it. The Cohen Brothers wrote and produced this film and it's every bit as good as Fargo, which is another Cohen film. Check it out.",1400716800,"05 22, 2014"
"I like that this story was not too convoluted, and that there were quiet moments interspersed with the action sequences.",1380153600,"09 26, 2013"
"Love James Garner, but I had a hard time focusing on this one.",1464566400,"05 30, 2016"
"One of the worst movies I have ever seen. This film has virtually no story just some guys ride motorcycles and then get shot. If you like movies with completley irrelavent scenes that are inconsequential, this a movie for you.",1292803200,"12 20, 2010"
Movie's transfer is ok for this low budget movie.Worth buying if you like Linda Carter.,1483142400,"12 31, 2016"
"Tried to give it 0 stars, but then I couldn't comment.  STUPID!  10 minutes into the movie I cancelled it and stopped watching.",1414368000,"10 27, 2014"
"Morgan Freeman and Bruce Willis together are an incredible team, and their characters are so different from one another! Yet they make the story work in all its complexities, the racism, the politics, the motives of other characters.It is indeed violent but not graphic or gross as many films can be in the action genre.It is an awesome action film, yet not my favorite of the Die Hard series. I just enjoy The Bruce!",1417392000,"12 1, 2014"
"I WAS EXPECTING MORE!..THE WHOLE THING FALLS FLAT...THE MUSIC NUMBERS, WERE POOR AT BEST...",1485388800,"01 26, 2017"
"I never heard of X Men before, so I spent over 2 hours of watching a bunch of nonsense. It's unbelievable that people actually like this stuff.As for comics, I prefer Captain Marvel or Green Hornet. type Comics",1495065600,"05 18, 2017"
"although it does have beautiful scenery i am a little disappointed at the plot, it was missing a little more excitement, however the story does have a beautiful ending to it.",1395187200,"03 19, 2014"
Fair,1485129600,"01 23, 2017"
I really love Elmo and Sesame street. But this movie is unsafe for a 2 year old. My baby loves Elmo. There is a scene with an objectified woman who dances curvy silhouette dance while Elmo looks at her mesmerised. Inappropriate. Do not recommend.,1431129600,"05 9, 2015"
One of the worse movies i've seen lately...i had hope that it will come up with something good because of amazon's customer ratings but never happened...this story can be told in 5 minutes...so make yourself a favor and watch something else...i have the feeling of having wasted my time for no reason and no fun,1385251200,"11 24, 2013"
Bought this for my sister. Again she still loved NCIS.,1456963200,"03 3, 2016"
"I wouldnt buy this movie unless you like other sea creatures as well!!! this is just not sharks, they didn't even cover all the sharks. they showed a real quick shot of the Great White but that was it! wasn't worth the money for me, 1 star",1309737600,"07 4, 2011"
"It was okay -- but, although I watched the whole movie, it was a bit too slapstick for me",1433289600,"06 3, 2015"
This was one of the worse movies we have ever seen.  Don't waste your money!,1441584000,"09 7, 2015"
"A sincere attempt at a Stephen King type film quickly turns into an Alan King type production. Only the acting skills of Denzel Washington and Donald Sutherland prevent this supposed thriller from  becoming a 3 Stooges affair. Warned not to get involved in a closed murder case, Officer Denzel does just the opposite and mayhem ensues. A demon is unearthed who writes in ancient Aramaic, yet prefers listening to the ""Rolling Stones"" in English. This supernatural creature can occupy only one human at a time,but can jump from one person to another in a split second. As dead bodies start piling up,Denzel decides to become the sacrificial lamb, poisoning himself after seemingly all targets of demon occupation have eliminated one another. Frustrated, the demon finally wins out, occupying a stray cat. The flick ends with a loud rendition of ""Sympathy for the devil"". ""Nineteenth nervous brekdown"" would hav been better.",1196812800,"12 5, 2007"
both great,1444694400,"10 13, 2015"
A classic and great to see for free on my new Amazon Fire Stick.  Awesome!,1419897600,"12 30, 2014"
The 1990's was a great time period to be alive. This is one of my favorite movies from that time period. If you like teenage comedies this is a great one.,1470355200,"08 5, 2016"
"I must say that I am slightly disappointed at this series. This series may be of some interest to people who are into magic and demons storyline, but for anyone who plans on buying this as a replacement for Kenshin, do yourself a favor and skip it.",1057276800,"07 4, 2003"
Comprehensive Bio. She lived quite a life!,1454716800,"02 6, 2016"
"Ok for price, but too few episodes.",1439769600,"08 17, 2015"
"Nothing wrong with the 80s, but that sure ain't the US Army...",1502064000,"08 7, 2017"
"This movie is sort of a copy of ""Men in Black,"" but it's not nearly as good. ""R.IP.D."" has some interesting special effects and creatures, and gives some laughs. Jeff Bridges and Ryan Reynolds are good together as dead police officers of the dead so it's worth watching. Just don't expect much.",1402704000,"06 14, 2014"
This was a Christmas gift. This is what was on their wish list of presents. So they where glad to receive just what they wanted.,1389657600,"01 14, 2014"
Dancing was beautiful but the movie is a little slow and dark for me.,1430956800,"05 7, 2015"
It was a gift. She liked it. I'm not divorced so I guess it was good for her to! Enjoy.,1373673600,"07 13, 2013"
"I bought this as a Christmas gift for my friend.  He loves this ""Mini Series"" and has viewed the entire series several times.",1385337600,"11 25, 2013"
Is a good movie but the first one and the third one have a better story line.  nonetheless... is Kong Fu Panda... the kids love it.,1466121600,"06 17, 2016"
Good,1494547200,"05 12, 2017"
"This film was not very good.  It had some decent comedic moments that were given away in the previews and a lot of emotional scenes that children watching this film will not understand or care for.  To depressing and other than the bird all decent scenes were shown in the previews, the rest is filler.",1258243200,"11 15, 2009"
terrible,1431993600,"05 19, 2015"
Good,1494547200,"05 12, 2017"
